goods_no,category,base_cat,brand,brand_name,title,style_no,similar_no,gender,season,season_year,thumbnail,price_normal,price_final,review_count,review_score,purchase_total,page_view,fit,touch,elasticity,sheer,thickness,wear_season,color_codes,sizes,gallery,tags,size_type,size_measures,survey,ai_summary,ingest_tag,fetched_at
5313587,001001,017016005,muscolo,머스콜로,[아이언피지크] 에어스판메쉬 반팔 티셔츠 블랙 화이트,P00000NV,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5313587/5313587_17856622627429_500.png,36000,36000,0,0,0,123,,,,,,,{2},"{1,2,3}","{/images/prd_img/20250812/5313587/detail_5313587_17856622633485_500.png,/images/prd_img/20250812/5313587/detail_5313587_17856622634910_500.png,/images/prd_img/20250812/5313587/detail_5313587_17856622636709_500.png,/images/prd_img/20250812/5313587/detail_5313587_17856622638134_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 82.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5313688,001001,017016005,muscolo,머스콜로,[아이언피지크] 에어스판메쉬 반팔 티셔츠 네이비 화이트,P00000NT,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5313688/5313688_17856622560036_500.png,36000,36000,3,94,0,0,,,,,,,{36},"{1,2,3}","{/images/prd_img/20250812/5313688/detail_5313688_17856622565968_500.png,/images/prd_img/20250812/5313688/detail_5313688_17856622567446_500.png,/images/prd_img/20250812/5313688/detail_5313688_17856622569039_500.png,/images/prd_img/20250812/5313688/detail_5313688_17856622570503_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 82.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
5313761,001001,017016005,muscolo,머스콜로,[아이언피지크] 에어스판메쉬 반팔 티셔츠 그레이 블랙,P00000NS,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5313761/5313761_17856622568927_500.png,36000,36000,2,100,0,0,,,,,,,{24},"{1,2,3}","{/images/prd_img/20250812/5313761/detail_5313761_17856622576013_500.png,/images/prd_img/20250812/5313761/detail_5313761_17856622577445_500.png,/images/prd_img/20250812/5313761/detail_5313761_17856622579361_500.png,/images/prd_img/20250812/5313761/detail_5313761_17856622581013_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 82.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
5313974,001001,017016005,muscolo,머스콜로,[아이언피지크] 에어스판메쉬 반팔 티셔츠 블랙 레드,P00000NR,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5313974/5313974_17856622563510_500.png,36000,36000,4,96,0,280,,,,,,,{2},"{1,2,3}","{/images/prd_img/20250812/5313974/detail_5313974_17856622569764_500.png,/images/prd_img/20250812/5313974/detail_5313974_17856622571261_500.png,/images/prd_img/20250812/5313974/detail_5313974_17856622572902_500.png,/images/prd_img/20250812/5313974/detail_5313974_17856622574362_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 82.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
5314122,001011,017016003,muscolo,머스콜로,[무지] 딥컷 나시 밀리터리 그레이,EB_SLTOP_KK,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5314122/5314122_17820607206222_500.png,24000,24000,0,0,0,0,,,,,,,{25},"{1,2}","{/images/prd_img/20250812/5314122/detail_5314122_17820607212077_500.png,/images/prd_img/20250812/5314122/detail_5314122_17820607213450_500.png,/images/prd_img/20250812/5314122/detail_5314122_17820607215047_500.png,/images/prd_img/20250812/5314122/detail_5314122_17820607216893_500.png,/images/prd_img/20250812/5314122/detail_5314122_17820607218299_500.png}",,24,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 31.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 81.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 33.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5314136,001011,017016003,muscolo,머스콜로,[무지] 딥컷 나시 네이비,P00000NO,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5314136/5314136_17820607184280_500.png,24000,24000,0,0,0,0,,,,,,,{36},"{1,2}","{/images/prd_img/20250812/5314136/detail_5314136_17820607191052_500.png,/images/prd_img/20250812/5314136/detail_5314136_17820607192332_500.png,/images/prd_img/20250812/5314136/detail_5314136_17820607194126_500.png}",,25,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 31.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 81.5, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 33.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5314368,001011,017016003,muscolo,머스콜로,DEEP CUT SOLID COLOR GYM TANK TOP RED,P00000NN,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5314368/5314368_17820607185850_500.png,24000,24000,0,0,0,0,,,,,,,{11},"{1,2}","{/images/prd_img/20250812/5314368/detail_5314368_17820607192501_500.png,/images/prd_img/20250812/5314368/detail_5314368_17820607193965_500.png,/images/prd_img/20250812/5314368/detail_5314368_17820607195547_500.png,/images/prd_img/20250812/5314368/detail_5314368_17820607197269_500.png,/images/prd_img/20250812/5314368/detail_5314368_17820607198842_500.png}",,24,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 31.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 81.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 33.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5314478,001001,017016005,muscolo,머스콜로,[카모] 메쉬 져지 그린,P00000NK,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5314478/5314478_17856622666339_500.png,48000,48000,1,100,0,156,,,,,,,{30},"{1,2}","{/images/prd_img/20250812/5314478/detail_5314478_17856622672594_500.png,/images/prd_img/20250812/5314478/detail_5314478_17856622674085_500.png,/images/prd_img/20250812/5314478/detail_5314478_17856622675714_500.png,/images/prd_img/20250812/5314478/detail_5314478_17856622677550_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 78.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 83.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 873.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 36.5, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
5314577,001001,017016005,muscolo,머스콜로,[카모] 메쉬 져지 오리지널,P00000NK,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5314577/5314577_17820607223680_500.png,48000,48000,0,0,0,0,,,,,,,{30},"{1,2}","{/images/prd_img/20250812/5314577/detail_5314577_17820607229829_500.png,/images/prd_img/20250812/5314577/detail_5314577_17820607231411_500.png,/images/prd_img/20250812/5314577/detail_5314577_17820607233231_500.png,/images/prd_img/20250812/5314577/detail_5314577_17820607234926_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 78.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 65.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 83.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 73.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 36.5, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5315267,001011,017016003,muscolo,머스콜로,[빅로고] 딥컷 나시 블랙 옐로,P00000MU,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5315267/5315267_17820607120104_500.png,27000,27000,0,0,0,0,,,,,,,{2},"{1,2}","{/images/prd_img/20250812/5315267/detail_5315267_17820607126076_500.png,/images/prd_img/20250812/5315267/detail_5315267_17820607127757_500.png,/images/prd_img/20250812/5315267/detail_5315267_17820607129196_500.png,/images/prd_img/20250812/5315267/detail_5315267_17820607130588_500.png,/images/prd_img/20250812/5315267/detail_5315267_17820607131840_500.png}",,24,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 31.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 81.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 33.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5315326,001011,017016003,muscolo,머스콜로,[빅로고] 딥컷 나시 화이트 블루,P00000MQ,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5315326/5315326_17856627951230_500.png,27000,27000,2,100,0,0,,,,,,,{1},"{1,2}","{/images/prd_img/20250812/5315326/detail_5315326_17856627957414_500.png,/images/prd_img/20250812/5315326/detail_5315326_17856627958758_500.png,/images/prd_img/20250812/5315326/detail_5315326_17856627960270_500.png,/images/prd_img/20250812/5315326/detail_5315326_17856627961701_500.png,/images/prd_img/20250812/5315326/detail_5315326_17856627963159_500.png}",,24,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 80.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 53.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 31.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 81.5, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 55.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 33.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}",,,2026-08-12 03:47:03.50325+00
5315373,001001,017016005,muscolo,머스콜로,[6주년 기념] 에어스판메쉬 반팔 티셔츠 라이트그레이,P00000MJ,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5315373/5315373_17856622591310_500.png,36000,36000,0,0,0,0,,,,,,,{24},"{1,2,3}","{/images/prd_img/20250812/5315373/detail_5315373_17856622597800_500.png,/images/prd_img/20250812/5315373/detail_5315373_17856622599261_500.png,/images/prd_img/20250812/5315373/detail_5315373_17856622600827_500.png,/images/prd_img/20250812/5315373/detail_5315373_17856622602226_500.png,/images/prd_img/20250812/5315373/detail_5315373_17856622603721_500.png}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 82.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5315408,001001,017016005,muscolo,머스콜로,[심볼] 에어스판메쉬 반팔 티셔츠 화이트,P00000LS,0,남성,2,2025,https://image.msscdn.net/images/goods_img/20250812/5315408/5315408_17856622583680_500.jpg,36000,36000,0,0,0,0,,,,,,,{1},"{1,2,3}","{/images/prd_img/20250812/5315408/detail_5315408_17856622589803_500.jpg,/images/prd_img/20250812/5315408/detail_5315408_17856622591110_500.jpg,/images/prd_img/20250812/5315408/detail_5315408_17856622592516_500.png,/images/prd_img/20250812/5315408/detail_5315408_17856622594010_500.jpg}",,5,"[{""name"": ""1"", ""items"": [{""name"": ""총장"", ""value"": 74.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 26.0, ""recommendSizeRange"": 5}]}, {""name"": ""2"", ""items"": [{""name"": ""총장"", ""value"": 79.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 68.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 27.0, ""recommendSizeRange"": 5}]}, {""name"": ""3"", ""items"": [{""name"": ""총장"", ""value"": 82.0, ""recommendSizeRange"": 5}, {""name"": ""어깨너비"", ""value"": 70.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 28.0, ""recommendSizeRange"": 5}]}]",,,,2026-08-12 03:47:03.50325+00
5315438,001004,017016007,madden,매든,[12COLORS] 퍼니 풀오버 후디,MDHPEC001,0,공용,"","",https://image.msscdn.net/images/goods_img/20250812/5315438/5315438_17857183496092_500.jpg,89900,71920,1272,96,11082,8414,,,,,,,"{10,12,2,24,25,36,37,49,6,7,8,9}","{블랙^S,블랙^M,블랙^L,블랙^XL,그린^S,그린^M,그린^L,그린^XL,네이비^S,네이비^M,네이비^L,네이비^XL,오렌지^S,오렌지^M,오렌지^L,오렌지^XL,핑크^S,핑크^M,핑크^L,핑크^XL,차콜^S,차콜^M,차콜^L,차콜^XL,블루^S,블루^M,블루^L,블루^XL,옐로우^S,옐로우^M,옐로우^L,옐로우^XL,라이트그레이^S,라이트그레이^M,라이트그레이^L,라이트그레이^XL,네이비^XS,그린^XS,옐로우^XS,차콜^XS,핑크^XS,오렌지^XS,블루^XS,블랙^XS,라이트그레이^XS,퍼플^XS,퍼플^S,퍼플^M,퍼플^L,퍼플^XL,버건디^XS,버건디^S,버건디^M,버건디^L,버건디^XL,""스카이 블루^XS"",""스카이 블루^S"",""스카이 블루^M"",""스카이 블루^L"",""스카이 블루^XL""}","{/images/prd_img/20250812/5315438/detail_5315438_17561928642597_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17857183658150_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17857327602957_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17561847173361_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17561847146723_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17561847123370_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17561847116198_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17561847139167_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17561847164658_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17636226088677_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17679365318566_500.jpg,/images/prd_img/20250812/5315438/detail_5315438_17679367456287_500.jpg}","{25FW,러닝,롱슬리브,후드,후드티,후드티셔츠,후디,후리스}",22,"[{""name"": ""XS"", ""items"": [{""name"": ""총장"", ""value"": 62.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 51.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 83.0, ""recommendSizeRange"": 5}]}, {""name"": ""S"", ""items"": [{""name"": ""총장"", ""value"": 67.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 57.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 89.0, ""recommendSizeRange"": 5}]}, {""name"": ""M"", ""items"": [{""name"": ""총장"", ""value"": 69.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 60.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 92.0, ""recommendSizeRange"": 5}]}, {""name"": ""L"", ""items"": [{""name"": ""총장"", ""value"": 71.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 63.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 95.0, ""recommendSizeRange"": 5}]}, {""name"": ""XL"", ""items"": [{""name"": ""총장"", ""value"": 73.0, ""recommendSizeRange"": 5}, {""name"": ""가슴단면"", ""value"": 66.0, ""recommendSizeRange"": 5}, {""name"": ""소매길이"", ""value"": 98.0, ""recommendSizeRange"": 5}]}]","{""questions"": []}","{""goodsNo"": 5315438, ""isShared"": false, ""reaction"": {}, ""keywordSummaries"": [], ""sentimentSummary"": {""negative"": ""가끔 세탁 후 줄어드는 경우가 있어요. 일부 후기에서는 보풀 발생이 아쉬웠다고 해요. 드물지만 내구성에 대한 우려가 있어요. 간혹 색상이 화면과 다르게 나올 수 있어요."", ""positive"": ""착용감이 부드럽고 편안해요. 보온성이 뛰어나서 겨울철에 적합해요. 디자인이 귀엽고 색상이 다양해요. 소매에 손가락을 넣을 수 있는 핑거홀 디테일이 유용해요. 가벼운 무게감 덕분에 활동하기 좋아요.""}}",,2026-08-12 03:47:03.50325+00
